PSA-Nr;Aufstellort;PLZ;Bezirk/Gebiet;Abschnitt von;Abschnitt bis;Stellplätze;Roter Punkt;Gebührenzeit;Gebühr je 20 Minuten;Höchstparkdauer;Tagesgebühr 4,00 €;GeoKoordinateNord;GeoKoordinateOst
750;Kleiner Griechenmarkt 43;;Griechenmarktviertel;Gr. Griechenmarkt;Schemmergassse;26;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9318213;6,9485118
751;Mauritiussteinweg 83;;Griechenmarktviertel;Marsilstein;Bobstr.;21;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9346513;6,9448155
752;Mauritiussteinweg 43;;Griechenmarktviertel;Alexianerstr.;Kl. Telegaphenstr.;32;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9313495;6,9462765
753;Mauritiuswall 31;;Griechenmarktviertel;Jahnstr.;Schaevenstr.;48;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9328267;6,9410944
754;Mauritiuswall 28;;Griechenmarktviertel;Jahnstr.;Friedrichstr.;25;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9310079;6,9422846
755;Großer Griechenmarkt 60;;Griechenmarktviertel;Poststr.;Bachemstr.;36;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9318252;6,9505086
756;Marsilstein 4;;Griechenmarktviertel;Mauritiussteinweg;Am Rinkenpfuhl;7;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9318252;6,9505086
757;Mauritiussteinweg 2;;Griechenmarktviertel;Kl. Telegaphenstr.;Griechenpforte;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9318252;6,9505086
758;Neuköllner Str. 1;;Griechenmarktviertel;Cäcilienstr.;Leonh.-Tietz-Str.;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,933031;6,9536076
759;Habsburgerring 2-12;;Griechenmarktviertel;Schaafenstr.;Pilgrimstr.;5;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9352406;6,9394142
760;Habsburgerring 22;;Griechenmarktviertel;Pilgrimstr.;Rudolfplatz;9;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9357001;6,9393304
761;Hohenstaufenring 74;;Griechenmarktviertel;Rubensstr.;Schaafenstr.;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93438;6,93971
762;Hohenstaufenring 62;;Griechenmarktviertel;Schaevenstr.;Rubensstr.;5;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9335386;6,940119
763;Geibelstr. 29;;Lindenthal Süd I;Dürenerstr.;Arno-Holz-Str.;6;;Mo-Sa 09:00 - 18:00;0,50 €;0;;50,9304339;6,9169132
764;Adolphstr. 29;;Deutz I;Gotenring;Helenenwallstr.;29;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9354732;6,9768197
765;Ostlandstr. 17;50858;Weiden-Süd;Königsberger Str.;Stettiner Str.;13;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,9354667;6,8410521
766;Barmer Str. 13;50679;Deutz IV;Deutz-Mülheimer Str.;Barmer Platz;31;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,94183961;6,97865088
767;Constantinstr. 84;;Deutz I;Opladener Str.;Von-Sandt-Platz;27;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;2;;50,9354732;6,9768197
768;Constantinstr. 90;;Deutz I;Von-Sandt-Platz;Gotenring;5;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;2;;50,9354732;6,9768197
769;Deutzer Freiheit 111;;Deutz I;Justinianstr.;Graf-Geßler-Str.;9;;Mo-Sa 09:00 - 21:00;0,50 €;2;;50,9354732;6,9768197
770;Gotenring 3;;Deutz II;Eumeniusstr.;Deutz-Kalker Str.;6;;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9354732;6,9768197
771;Gotenring 6;;Deutz I;Deutzer Freiheit;Reischplatz;17;;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9354732;6,9768197
772;Gotenring 38;;Deutz I;Arnoldsstr.;Schaurtestr.;15;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9354732;6,9768197
773;Gotenring 7;50679;Deutz II;Thusneldastr.;Eumeniusstr.;26;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9357913;6,9781504
774;Gotenring 18;50679;Deutz I;Reischplatz;Adolphstr.;17;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9356814;6,9775144
775;Gotenring 21;;Deutz II;Alarichstr.;Thusneldastr.;23;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9354732;6,9768197
776;Gotenring 24;;Deutz I;Adolphstr.;Lorenzstr.;11;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9349876;6,9773463
777;Gotenring 31;;Deutz II;Markomannenstr.;Alarichstr.;14;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9349876;6,9773463
778;Gotenring 36;;Deutz I;Lorenzstr.;Arnoldsstr.;11;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9349876;6,9773463
779;Gotenring 51;;Deutz II;Langobardenstr.;Suevenstr.;9;DEUTZ I + II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9326491;6,9765213
780;Helenenwallstr. 16;;Deutz I;Adolphstr.;Lorenzstr.;16;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9326491;6,9765213
781;Karlstr. 38;50679;Deutz I;Düppelstr.;Theodor-Babilon-Str.;11;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9377144;6,9734207
782;Kasemattenstr. 2;;Deutz I;Justinianstr.;Graf-Geßler-Str.;12;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;4;;50,9381211;6,9773933
783;Leichlinger Str. 4;;Deutz IV;Vohwinkeler Str.;DB;55;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9417141;6,9751765
784;Lenneper Str. 9;;Deutz IV;Deutz-Mülheimer Str.;Barmer Platz;32;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;JA;51,11601;7,38963
785;Mathildenstr. 60;;Deutz I;Adolphstr.;Arnoldstr.;15;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,934349;6,9741864
786;Neuhöfferstr. 28;;Deutz I;Constantinstr.;Siegesstr.;10;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;4;;50,9391788;6,9752846
787;Ostlandstr. ggü. 55;50859;Weiden-Süd;An der alten Post;Freiburger Str.;11;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,93576675;6,83230519
788;Schaurtestr. 8;;Deutz I;Gotenring;Helenenwallstr.;23;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9334799;6,9757558
789;Siegburger Str. 105;;Deutz I;Wahner Straße;Benjaminstraße;14;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9330517;6,9710582
790;Siegburger Str. 75;50679;Deutz I;Benjaminstraße;Arminiusstr.;14;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9345184;6,9710009
791;Siegburger Str. 95;;Deutz I;Tempelstraße;Benjaminstraße;16;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9338668;6,9709507
792;Siegesstr. 6;;Deutz I;Mindenerstr.;Düppelstr.;6;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9384983;6,9724686
793;Siegesstr. 24;;Deutz I;Düppelstr.;Neuhöfferstr.;7;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9387213;6,9738367
794;Tempelstr. 65;;Deutz I;Benjaminstr.;Siegburger Str.;15;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9340359;6,9729747
795;Tempelstr. 39;;Deutz I;Deutzer Freiheit;Adolphstr.;19;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9349322;6,9734027
796;Alarichstr. 42;50679;Deutz II;Custodisstr.;Totilastr.;29;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,933351;6,9812387
797;Alarichstr. 55;;Deutz II;Totilastr.;Waltharistr.;32;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,93368;6,98142
798;Alarichstr. 8;;Deutz II;Gotenring;Custodisstr.;36;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,93368;6,98142
799;Custodisstr. 16;50679;Deutz II;Markomannenstr.;Suevenstr.;12;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9325436;6,9793704
800;Deutz-Kalker Str. 2;50679;Deutz II;Gotenring;Östl. Zubringerstr.;6;DEUTZ II;Mo-So 09:00 - 23:00;0,50 €;4;;50,936981;6,978513
801;Deutz-Kalker Str. 50;50679;Deutz III;Östl. Zubringer;Eitorfer Str.;10;;Mo-So 09:00 - 23:00;0,50 €;4;;50,937197;6,983051
802;Deutz-Kalker Str. 99;50679;Deutz III;Deutzer Ring;Betzdorfer Str.;21;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,936846;6,990963
803;Deutz-Kalker Str. 114;;Deutz III;Betzdorfer Str.;Eitorfer Str.;11;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;4;;50,9367832;6,9896127
804;Deutz-Kalker Str. 124;;Deutz III;Betzdorfer Str.;Deutzer Ring;32;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;4;;50,9367832;6,9896127
805;Deutz-Kalker Str. 142;50679;Deutz III;Betzdorfer Str.;Deutzer Ring;34;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;4;;50,9367832;6,9896127
806;Justinianstr. 8;50679;Deutz II;Deutz-Kalker Str.;Constantinstr.;7;DEUTZ II;Mo-So 09:00 - 23:00;0,50 €;4;;50,937958;6,978234
807;Markomannenstr. 6;;Deutz II;Gotenring;Custodisstr.;32;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;4;;50,9379887;6,9782143
808;Eitorfer Str. 23;;Deutz III;Deutz-Kalker Str.;Reitweg;8;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9379887;6,9782143
809;Eitorfer Str. 25;;Deutz III;Deutz-Kalker Str.;Reitweg;47;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9379887;6,9782143
810;Reitweg 1;50679;Deutz III;Eitorfer Str.;Sportplätze;40;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9359565;6,9868135
811;Reitweg 1;50679;Deutz III;Eitorfer Str.;Sportplätze;40;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,93595904;6,98665391
812;Reitweg 3;;Deutz III;Eitorfer Str.;Sportplätze;40;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9359565;6,9868135
813;Reitweg 2-4;;Deutz III;Deutz-Kalker Str.;Eitorfer Str.;20;DEUTZ III;Mo-So 09:00 - 23:00;0,50 €;4;;50,9359565;6,9868135
814;Kennedy-Ufer;;rrh. ohne BWP;Messeplatz;Ausfahrt Hyatt;18;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;;50,9409174;6,9692762
815;Agrippastr. 12;;Georgsviertel;Krummer Büchel;Hohe Pforte;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9335527;6,9550651
816;Oststr. 12 Rückseite;50996;Rodenkirchen;Bezirksamt;P-Pl. PSA 21;18;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,89285918;6,99713003
817;Fürstenbergstr. 33;;Mülheim;Frankfurter Str.;Jan-Wellem-Str.;14;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;50,95939;7,00699
818;Merkerhofstr. 11;;Mülheim;Jan-Wellem-Str.;Frankfurter Str.;15;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;50,9601883;7,0068944
819;Auf Rheinberg 7;;Georgsviertel;Rheingasse;Filzengraben;7;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,87254;7,03147
820;Unter Käster 8;50667;City/Martinsviertel;Alter Markt;Seidmacherinnengäßchen;12;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93752;6,96029
821;Am Rinkenpfuhl 57;50676;Griechenmarktviertel;Schaafenstr.;Hahnenstr.;16;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93561692;6,94283052
822;Aachener Straße;;Weiden-Süd;Berliner Str.;An der Alten Post;7;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,9377539;6,8596248
823;Breslauer Platz;;Gereonsviertel;;;4;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9441503;6,9592081
824;Clemensstr. 31;;Griechenmarktviertel;Spinnmühlengasse;Lungengasse;22;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9347002;6,9456263
825;Hahnenstr. 51;50667;Griechenmarktviertel;Pilgrimstr.;Am Rinkenpfuhl;9;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9357367;6,9418069
826;Rubensstr. 18;;Griechenmarktviertel;Balduinstr.;Am Rinkenpfuhl;25;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9347002;6,9456263
827;Schaafenstr. 51;;Griechenmarktviertel;Mauritiuswall;Balduinstr.;13;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9347349;6,9408473
828;Schaevenstr. 6 - 10;;Griechenmarktviertel;Humboldtstr.;Mauritiuswall;28;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9347349;6,9408473
829;Thieboldsgasse 139;;Griechenmarktviertel;Neumarkt;Lungengasse;8;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,935439;6,9476576
830;Thieboldsgasse 99;;Griechenmarktviertel;Spinnmühlengasse;Bobstr.;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,935439;6,9476576
831;Thieboldsgasse 92;;Griechenmarktviertel;Bayardsgasse;Alexianerstr.;20;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,935439;6,9476576
832;Weyerstr. 33;;Griechenmarktviertel;Huhnsgasse;Gr Telegaphenstr.;31;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,935439;6,9476576
833;Weyerstr. 74;;Griechenmarktviertel;Huhnsgasse;Gr Telegaphenstr.;30;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,935439;6,9476576
834;Weseler Straße 11;;Nippes I;;;16;NIPPES I;Mo-Fr 11:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,935439;6,9476576
835;Mauenheimer Straße 79;;Nippes I;Gocher Straße;Merheimer Straße;12;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,935439;6,9476576
836;Mauenheimer Straße 95;;Nippes I;Gocher Straße;Merheimer Straße;11;NIPPES I;Mo-Fr 09:00 - 21:00 + Sa 10:00 - 15:00;0,50 €;4;;50,935439;6,9476576
837;Urbanstr. 1;;rrh. ohne BWP;Mindener Str.;Kennedy-Ufer;19;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,935439;6,9476576
838;Siegburger Str. 308;;Porz;Im Gartenhof;Jakob-Kneip-Str.;7;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,935439;6,9476576
839;Mauritiuswall 72;;Griechenmarktviertel;Schaafenstr.;Rubensstr.;32;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9340986;6,940867
840;An der Münze 15;;Nördliche Neustadt;Theodor-Heuss-Ring;Wörthstr.;28;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9340986;6,940867
841;An der Münze 8;;Nördliche Neustadt;Theodor-Heuss-Ring;Wörthstr.;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9340986;6,940867
842;Belfortstr. 4;50668;Nördliche Neustadt;Clever Straße;Riehler Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95266241;6,96361063
843;Belfortstr. 12;;Nördliche Neustadt;Clever Straße;Riehler Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95293;6,96392
844;Clever Str. 11;;Nördliche Neustadt;Theodor-Heuss-R.;Theodor-Heuss-R.;39;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95293;6,96392
845;Clever Str. 15;;Nördliche Neustadt;Theodor-Heuss-Ring;Sedanstraße;11;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95293;6,96392
846;Clever Str. 13;;Nördliche Neustadt;Sedanstraße;Theodor-Heuss-Ring;7;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95293;6,96392
847;Clever Str. 18;50668;Nördliche Neustadt;Sedanstraße;Wörthstraße;20;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95189493;6,96422755
848;Clever Str. 33;;Nördliche Neustadt;Wörthstraße;Sedanstraße;15;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9523;6,9646
849;Clever Str.;;Nördliche Neustadt;Wörthstraße;Riehler Straße;28;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9523;6,9646
850;Clever Str.;;Nördliche Neustadt;Riehler Straße;Wörthstraße;18;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9515736;6,9640021
851;Mevissenstr. 4;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;35;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95351;6,96697
852;Mevissenstr. 14;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;30;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,953;6,96779
853;Oppenheimstr. 18;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;19;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9539986;6,9689857
854;Oppenheimstr. 11;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;15;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9538753;6,9693338
855;Oppenheimstr. 10;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;22;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,954258;6,9692094
856;Konrad-Adenauer-Ufer 83;50668;lrh. ohne BWP;Theodor-Heuss-Ring;E.-Brandström-Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95101512;6,96714252
857;Konrad-Adenauer-Ufer 101;;lrh. ohne BWP;Theodor-Heuss-Ring;E.-Brandström-Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,952707;6,9689153
858;Konrad-Adenauer-Ufer 69;;lrh. ohne BWP;Theodor-Heuss-Ring;E.-Brandström-Str.;14;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,949246;6,9652736
859;Riehler Str. 26;;Nördliche Neustadt;Sedanstraße;Belfortstraße;13;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9528505;6,962326
860;Sedanstr. 16;50668;Nördliche Neustadt;Riehler Straße;Clever Straße;15;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95156972;6,96385245
861;Sedanstr. 8;;Nördliche Neustadt;Riehler Straße;Clever Straße;24;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9518075;6,9623009
862;Sedanstr. 29;;Nördliche Neustadt;Clever Straße;Theodor-Heuss-Ring;9;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9518075;6,9623009
863;Sedanstr. 33;;Nördliche Neustadt;Theodor-Heuss-Ring;Clever Straße;11;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9509097;6,9654802
864;Theodor-Heuss-Ring 21;50668;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;14;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95081483;6,96371523
865;Theodor-Heuss-Ring 23;;Nördliche Neustadt;Sedanstr.;Clever Straße;30;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
866;Theodor-Heuss-Ring 23;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;30;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
867;Theodor-Heuss-Ring 13;;Nördliche Neustadt;Clever Straße;Riehler Straße;67;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
868;Theodor-Heuss-Ring 11;50668;Nördliche Neustadt;Clever Straße;Riehler Straße;68;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,95095631;6,96166775
869;Worringer Str. 10;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;22;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
870;Worringer Str. 21;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Riehler Straße;24;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
871;Wörthstr. 32;;Nördliche Neustadt;Clever Straße;Konrad-Adenauer-Ufer;41;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
872;Wörthstr. 7;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;22;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9507952;6,9650892
873;Wörthstr. 18;;Nördliche Neustadt;Konrad-Adenauer-Ufer;Clever Straße;23;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9526871;6,9661439
874;Wörthstr. 10;;Nördliche Neustadt;Riehler Straße;Clever Straße;25;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9526871;6,9661439
875;Wörthstr. 10;;Nördliche Neustadt;Clever Straße;Riehler Straße;25;NORD;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9532446;6,9642672
876;Hermann-Pünder-Str. 15;50679;rrh. ohne BWP;Kennedy-Ufer;Mindener Str.;25;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,93986853;6,97276605
877;Hermann-Pünder-Str.;;rrh. ohne BWP;Kennedy-Ufer;Hyatt;14;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9398531;6,9710907
878;Hermann-Pünder-Str. 3;;rrh. ohne BWP;Mindener Str.;Kennedy-Ufer;14;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,939851;6,9702785
879;Kennedy-Ufer 2;50679;rrh. ohne BWP;Messeplatz;Anlieferung Hyatt;17;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;;50,939851;6,96984619
880;Dellbrücker Hauptstr. 73;;Mülheim;Kemperbachstraße;Im Wieschen;4;;"Mo-Fr 09:00 - 18:00; Sa 09:00 - 14:00";0,50 €;4;;50,9749005;7,0741653
881;Am Hof 30;50667;City/Martinsviertel;Unter Goldschmied;Unter Taschenmacher;7;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93985;6,95848
882;Brückenstr. 19;50667;City/Martinsviertel;Ludwigstr.;Kolumbastr.;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93829;6,95462
883;Bürgerstr. 8;50667;City/Martinsviertel;Kleine Budengasse;Rathausplatz;10;CITY;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93876;6,95927
884;Große Budengasse 13;50667;City/Martinsviertel;Marspfortengasse;Unter Goldschmied;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93914;6,95712
885;Filzengraben 28;;Georgsviertel;Filzengraben;Gr. Witschgasse;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9337736;6,9622096
886;Hohe Pforte 6;50676;Georgsviertel;Blaubach;Stephanstr.;13;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9335889;6,95633935
887;Sternengasse 1;;Georgsviertel;Hohe Pforte;Krummer Büchel;19;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9339722;6,955524
888;Agrippastr. 85;;Griechenmarktviertel;Peterstr.;Kämmergasse;13;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93284;6,9508
889;Zülpicher Wall 48 (LM 9);;Rathenauviertel;Bachemer Str.;Zülpicher Str.;21;RATH;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,94565;6,94139
890;Zülpicher Wall 48 (LM5);;Rathenauviertel;Bachemer Str.;Zülpicher Str.;81;RATH;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,94565;6,94139
891;Zülpicher Wall 48;;Rathenauviertel;Bachemer Str.;Zülpicher Str.;81;RATH;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,94565;6,94139
892;Zülpicher Wall 16;;Rathenauviertel;Bachemer Str.;Zülpicher Str.;82;RATH;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,94565;6,94139
893;Brabanter Str. 2;;Belgisches Viertel;Aachener Str.;Lütticher Str.;9;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,94565;6,94139
894;Gereonswall 110;;Eigelsteinviertel;Gereonsmühlengasse;Adolf-Fischer-Straße;22;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9458203;6,9470595
895;Am Alten Ufer 49;;Kunibertsviertel;Machabäerstr.;Servasgasse;32;KUN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,944917;6,9621343
896;Am Weidenbach 6 ggü. FA;;Pantaleonsviertel;Am Pantaleonsberg;Rothgerberbach;14;;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,937531;6,9602786
897;Friedrichstr. 5;;Pantaleonsviertel;Pantaleonsmühlengasse;Am Weidenbach;30;PAN;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,8837019;7,0603814
898;Vorgebirgstraße 35;50677;Südliche Neustadt II;Volksgartenstr.;Vorgebirgswall;20;SÜD II;Mo-Sa 09:00 - 23:00;0,50 €;14;JA;50,92026284;6,95068214
899;Kennedy-Ufer 2;50679;rrh. ohne BWP;Unterführung Hyatt;Hermann-Pünder-Str.;14;DEUTZ I;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9396799;6,9695529
900;Gereonstr. 2;50670;Gereonsviertel;Börsenplatz;Klingelpütz;18;GER;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9427082;6,9504796
901;Mainzer Str. 77;;Südliche Neustadt II;Teutoburger Str.;Alteburgerstr.;7;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9169607;6,9652881
902;Goltsteinstr. 124;;Rodenkirchen;Cäsarstr.;Hölderlinstr.;14;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,90741;6,97016
903;An der Alten Post;;Weiden-Süd;Ostlandstr.;Aachener Str.;4;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,9362826;6,8331673
904;Höninger Platz 27-29;;Rodenkirchen;Höninger Weg;Markusstr.;11;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,90031;6,94535
905;Frankfurter Str. 702;;Kalk;Rösrather Str.;Rösrather Str.;21;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,8977256;7,077872
